state,city,project_name,domain,status,amount_raw,amount_usd,description
Michigan,Ypsilanti,Sidewalk improvements (Sidewalk Improvement Fund),Transport Emissions,Completed,"$100,000",100000.0,"This project involved expenditures for sidewalk improvements, enhancing pedestrian paths."
Michigan,Ypsilanti,Park improvements (Parks and Recreation Capital Improvement Fund),Transport Emissions,Completed,"$100,000",100000.0,"This project involved expenditures for park improvements, which can include pedestrian paths."
Michigan,Ypsilanti,Energy efficiency and conservation project,Energy Efficiency,Planned,"$473,321",473321.0,This fund balance is committed for a project focused on energy efficiency and conservation.
Michigan,Ypsilanti,Sidewalk Improvement Nonmajor Capital Projects Fund,Transport Emissions,In Progress,Not stated,,"This fund is dedicated to capital projects for sidewalk improvements, which enhance pedestrian infrastructure and reduce transport emissions."
Michigan,Ypsilanti,Packer Truck acquisition (2017),Waste Management,Completed,Not stated,,Acquisition of an additional packer truck to support solid waste collection services.
Michigan,Ypsilanti,Packer Truck acquisition (2021),Waste Management,Completed,Not stated,,Acquisition of an additional packer truck to support solid waste collection services.
Michigan,Ypsilanti,Dump Truck acquisition (2021),Waste Management,Completed,Not stated,,"Acquisition of three additional dump trucks, likely used for transporting solid waste and debris."
Michigan,Ypsilanti,Dump Truck acquisition (2025),Waste Management,Completed,Not stated,,"Acquisition of four additional dump trucks, likely used for transporting solid waste and debris."
Michigan,Ypsilanti,Stump Cutter acquisition (2025),Waste Management,Completed,Not stated,,Acquisition of a stump cutter for processing organic waste from tree removal into usable material.
Michigan,Ypsilanti,Chipper Box acquisition (2017),Waste Management,Completed,Not stated,,Acquisition of a chipper box for processing organic waste.
Michigan,Ypsilanti,Chipper Box acquisition (2025),Waste Management,Completed,Not stated,,Acquisition of a chipper box for processing organic waste.
Minnesota,Burnsville,Police/City Hall Renovation,Energy Efficiency,In Progress,$100.0 million,100000000.0,"A multi-year project involving the design and development for a comprehensive renovation of the police station and city hall facilities, likely including energy efficiency upgrades."
Minnesota,Burnsville,Center Village Vision Pedestrian Friendly Area,Transport Emissions,Planned,Not stated,,A component of the Center Village Vision redevelopment plan envisioning a future mixed-use pedestrian friendly area.
Minnesota,Burnsville,New I35W exit ramp,Transport Emissions,In Progress,estimated to be about $5 million,5000000.0,Construction of a new exit ramp from southbound I-35W under County State Aid Highway (CSAH) 42 to Buck Hill Road to improve access.
Minnesota,Burnsville,Landfill Abatement,Waste Management,Unknown,"$879,390",879390.0,Funds restricted for activities related to landfill abatement.
Minnesota,Burnsville,State-funded street projects,Transport Emissions,Unknown,"$6,538,043",6538043.0,Funds restricted for various state-funded street projects.
Minnesota,Burnsville,"Burnsville, Eagan, Lakeville and Apple Valley partnership for promoting recycling",Waste Management,In Progress,Not stated,,"This partnership, funded by county grants, operates to promote recycling efforts across Burnsville and neighboring cities."
Minnesota,Burnsville,Parks Renovation Fund projects for existing parks and trail systems,Transport Emissions,In Progress,Not stated,,"This fund finances capital improvement projects for existing parks and trail systems, which include pedestrian and bike paths."
Minnesota,Burnsville,Parks Investment Fund projects for new park and trail system development,Transport Emissions,In Progress,Not stated,,"This fund finances the development of new capital improvement projects for the city's park and trail system, including pedestrian and bike paths."
Minnesota,Burnsville,"Street Revolving Construction Fund projects for street rehabilitation, maintenance, and traffic control",Transport Emissions,In Progress,Not stated,,"This fund manages revenues and expenditures for street rehabilitation, major street maintenance, and small traffic control issues, which can include elements related to pedestrian/bike infrastructure or signal modernization."
Minnesota,Burnsville,"Street Lighting Utility Fund for operation, maintenance, and replacement of street lighting system",Energy Efficiency,In Progress,Not stated,,"This fund manages the operation, maintenance, and replacement of the city's street lighting system, which likely involves upgrading to energy-efficient lighting like LEDs."
Minnesota,Burnsville,Sustainability,Energy Efficiency,Unknown,"$70,523",70523.0,This fund is committed to general sustainability initiatives within the city.
Minnesota,Burnsville,Solar Garden Energy Purchase Commitments,Energy Efficiency,In Progress,Not stated,,The City has entered into agreements to purchase bill credits from community solar garden projects to support renewable energy.
Minnesota,Burnsville,Recycling,Waste Management,In Progress,"$476,208",476208.0,"This project involves expenditures for recycling activities, which directly qualifies it under the Waste Management domain."
Minnesota,Burnsville,Traffic Signal Modernization Program,Transport Emissions,In Progress,Not stated,,"Ongoing program to increase and modernize traffic signals, as indicated by the increase in the number of traffic signals from 22 in 2015 to 24 in 2024."
Minnesota,Bloomington,Alternative/Surface Transportation,Transport Emissions,Planned,$247.7 (in millions),247700000.0,This project category outlines planned capital improvements for alternative and surface transportation infrastructure within the 10-Year Capital Improvement Plan (2025-2034).
Minnesota,Bloomington,Solid Waste Management,Waste Management,In Progress,"$10,622,238",10622238.0,This ongoing program accounts for the operations of the City's garbage and recycling services.
Minnesota,Bloomington,Street and Trails Construction (Improvement Construction Fund),Transport Emissions,Completed,"$13,800,506",13800506.0,"This project involved street improvements and the construction of trails, which support alternative transportation modes."
Minnesota,Bloomington,"2011 PIR, Forty-Five Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$7,545,000",7545000.0,"Bonds provided financing for various infrastructure improvements, which may include transport-related infrastructure like roads, bike lanes, or pedestrian paths."
Minnesota,Bloomington,"2012 PIR Refunding, Thirty-Nine Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$5,900,000",5900000.0,"Bonds refunded previous bonds that provided financing for various infrastructure improvements, which may include transport-related infrastructure."
Minnesota,Bloomington,"2013 PIR Refunding, Forty-Three Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$5,135,000",5135000.0,"Bonds refunded previous bonds that provided financing for various infrastructure improvements, which may include transport-related infrastructure."
Minnesota,Bloomington,"2014 PIR, Forty-Eight Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$7,465,000",7465000.0,"Bonds provided financing for various infrastructure improvements, which may include transport-related infrastructure like roads, bike lanes, or pedestrian paths."
Minnesota,Bloomington,"2015 PIR, Forty-Nine Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$5,355,000",5355000.0,"Bonds provided financing for various infrastructure improvements, which may include transport-related infrastructure like roads, bike lanes, or pedestrian paths."
Minnesota,Bloomington,"2016 PIR, Fifty Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$6,115,000",6115000.0,"Bonds provided financing for various infrastructure improvements, which may include transport-related infrastructure like roads, bike lanes, or pedestrian paths."
Minnesota,Bloomington,"2016 PIR Refunding, Forty-One Series and Forty-Two Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$3,730,000",3730000.0,"Bonds refunded previous bonds that provided financing for various infrastructure improvements, which may include transport-related infrastructure."
Minnesota,Bloomington,"2017 PIR, Fifty-One Series (Infrastructure Improvements)",Transport Emissions,In Progress,"$4,970,000",4970000.0,"Bonds provided financing for various infrastructure improvements, which may include transport-related infrastructure like roads, bike lanes, or pedestrian paths."
